simulation_id,location,altitude_m,latitude_deg,longitude_deg,length_m,width_m,height_m,floor_area_m2,volume_m3,orientation_deg,wall_material,wall_thickness_m,wall_insulation_material,wall_insulation_thickness_m,roof_material,roof_thickness_m,roof_insulation_material,roof_insulation_thickness_m,floor_material,floor_thickness_m,glazing_area_m2,glazing_ratio,glazing_type,window_orientation_deg,night_shutter,shutter_R_m2K_W,roof_emissivity,ach,occupants,internal_gain_W,heater_type,combustion_heater_present,capital_cost_inr,cost_basis,overall_U_value_W_m2K,overall_R_value_m2K_W,thermal_mass_J_K,air_pressure_Pa,air_density_kg_m3
SIM_001265,Galwan,4300.0,34.75,78.25,4.8,4.9,3.1,23.52,72.91,177.7,mud_brick,0.3,rockwool,0.098,concrete,0.11,rockwool,0.147,stone_floor,0.24,2.46,0.0409,triple_pane,180.0,0,0.0,0.45,2.23,1,100.0,electric,False,199074.0,SOURCED,1.0132,0.987,44257356.8,59268.2,0.7846
SIM_001266,Hanle,4500.0,32.7784,78.9642,7.7,5.7,2.5,43.89,109.72,178.0,rammed_earth,0.31,rockwool,0.134,concrete,0.13,eps,0.046,dense_concrete,0.17,5.47,0.0816,double_pane,180.0,0,0.0,0.86,2.08,10,1000.0,unflued_combustion,True,247964.0,SOURCED,1.4561,0.6868,65105217.2,57728.3,0.7642
SIM_001267,Nyoma,4180.0,33.1958,78.6508,8.8,5.5,2.5,48.4,121.0,162.2,dense_concrete,0.26,none,0.0,concrete,0.12,eps,0.075,stone_floor,0.24,6.64,0.0929,single_pane,180.0,1,0.5,0.61,2.37,4,400.0,electric,False,323606.0,SOURCED,2.3898,0.4184,77052656.9,60207.9,0.7971
SIM_001268,Chushul,4350.0,33.5936,78.6543,4.4,3.4,3.1,14.96,46.38,187.9,pu_sandwich_panel,0.07,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.19,4.06,0.084,single_pane,180.0,1,0.5,0.85,1.7,4,400.0,electric,False,93410.0,SOURCED,2.0701,0.4831,6859526.6,58880.1,0.7795
SIM_001269,Rezang La,5000.0,33.425,78.8472,4.3,3.9,2.5,16.77,41.92,177.0,rammed_earth,0.36,rockwool,0.111,concrete,0.18,rockwool,0.114,dense_concrete,0.24,1.63,0.0398,triple_pane,180.0,1,0.5,0.7,3.44,4,400.0,unflued_combustion,True,150793.0,SOURCED,0.9756,1.025,41994996.5,54019.9,0.7151
SIM_001270,Pangong,4250.0,33.7595,78.6674,6.6,5.6,2.5,36.96,92.4,182.6,mud_brick,0.34,eps,0.047,concrete,0.19,rockwool,0.087,dense_concrete,0.12,0.84,0.0138,double_pane,180.0,1,0.5,0.59,0.48,11,1100.0,electric,False,202072.0,SOURCED,1.5019,0.6658,57254216.5,59658.3,0.7898
SIM_001271,Depsang,5330.0,35.3167,78.0167,4.3,4.7,2.9,20.21,58.61,155.9,stone_masonry,0.2,rockwool,0.074,concrete,0.14,eps,0.033,dense_concrete,0.19,5.24,0.1004,single_pane,180.0,0,0.0,0.46,3.68,8,800.0,unflued_combustion,True,138138.0,SOURCED,1.5305,0.6534,34477416.8,51679.8,0.6842
SIM_001272,Kargil,2676.0,34.5539,76.1349,7.3,3.2,2.6,23.36,60.74,198.5,mud_brick,0.25,straw_bale,0.04,concrete,0.13,eps,0.139,dense_concrete,0.12,6.95,0.1273,single_pane,180.0,0,0.0,0.58,1.58,7,700.0,none,False,122630.0,SOURCED,1.8541,0.5393,31803160.8,73045.7,0.967
SIM_001273,Leh,3500.0,34.1526,77.5771,4.0,4.3,2.5,17.2,43.0,183.2,dense_concrete,0.2,none,0.0,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.22,0.56,0.0135,double_pane,180.0,0,0.0,0.86,0.73,1,100.0,none,False,129765.0,SOURCED,2.749,0.3638,27650279.8,65764.1,0.8706
SIM_001274,Dras,3280.0,34.4293,75.7533,4.6,4.8,2.7,22.08,59.62,192.4,dense_concrete,0.15,straw_bale,0.134,cgi_sheet,0.002,eps,0.122,dense_concrete,0.13,3.73,0.0735,triple_pane,180.0,0,0.0,0.47,1.63,8,800.0,flued_stove,False,145924.0,SOURCED,1.3044,0.7666,24388343.1,67647.9,0.8956
SIM_001275,Siachen,5400.0,35.4212,77.1095,8.9,4.3,3.2,38.27,122.46,173.9,mud_brick,0.23,straw_bale,0.122,concrete,0.11,rockwool,0.145,dense_concrete,0.11,9.49,0.1123,double_pane,180.0,1,0.5,0.81,2.35,1,100.0,none,False,234226.0,SOURCED,1.358,0.7364,47285792.4,51194.2,0.6777
SIM_001276,Daulat Beg Oldie,5065.0,35.4057,77.9297,4.5,4.1,2.6,18.45,47.97,142.0,rammed_earth,0.39,straw_bale,0.109,concrete,0.2,rockwool,0.148,dense_concrete,0.24,0.24,0.0054,double_pane,180.0,0,0.0,0.25,1.57,1,100.0,none,False,136468.0,SOURCED,1.0655,0.9385,51000603.7,53552.3,0.709
SIM_001277,Galwan,4300.0,34.75,78.25,8.2,4.3,2.7,35.26,95.2,27.4,mud_brick,0.46,none,0.0,concrete,0.1,eps,0.055,dense_concrete,0.16,7.49,0.111,single_pane,180.0,1,0.5,0.27,3.31,5,500.0,none,False,204207.0,SOURCED,1.7652,0.5665,62524908.2,59268.2,0.7846
SIM_001278,Hanle,4500.0,32.7784,78.9642,7.9,5.7,2.6,45.03,117.08,207.7,dense_concrete,0.21,none,0.0,concrete,0.18,rockwool,0.032,dense_concrete,0.24,6.9,0.0976,single_pane,180.0,1,0.5,0.32,2.58,15,1500.0,none,False,307886.0,SOURCED,2.5954,0.3853,74472062.2,57728.3,0.7642
SIM_001279,Nyoma,4180.0,33.1958,78.6508,7.7,4.0,2.8,30.8,86.24,193.5,stone_masonry,0.3,straw_bale,0.124,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.11,9.14,0.1395,triple_pane,180.0,1,0.5,0.67,0.69,3,300.0,flued_stove,False,237339.0,SOURCED,1.3917,0.7185,43465084.2,60207.9,0.7971
SIM_001280,Chushul,4350.0,33.5936,78.6543,9.0,5.3,2.4,47.7,114.48,262.7,dense_concrete,0.2,eps,0.027,cgi_sheet,0.002,none,0.0,dense_concrete,0.23,7.17,0.1045,double_pane,180.0,0,0.0,0.5,1.06,11,1100.0,electric,False,256155.0,SOURCED,3.1738,0.3151,54014448.4,58880.1,0.7795
SIM_001281,Rezang La,5000.0,33.425,78.8472,5.6,3.6,3.0,20.16,60.48,338.0,pu_sandwich_panel,0.11,none,0.0,pu_sandwich_panel,0.13,none,0.0,dense_concrete,0.11,1.59,0.0288,single_pane,180.0,0,0.0,0.8,1.31,1,100.0,flued_stove,False,160669.0,SOURCED,1.1571,0.8642,5620950.5,54019.9,0.7151
SIM_001282,Pangong,4250.0,33.7595,78.6674,5.0,3.4,2.5,17.0,42.5,155.3,dense_concrete,0.27,none,0.0,cgi_sheet,0.002,eps,0.132,stone_floor,0.14,4.3,0.1024,double_pane,180.0,1,0.5,0.76,2.48,4,400.0,none,False,150068.0,SOURCED,2.5891,0.3862,28708769.8,59658.3,0.7898
SIM_001283,Depsang,5330.0,35.3167,78.0167,7.2,4.5,3.1,32.4,100.44,190.9,rammed_earth,0.26,none,0.0,concrete,0.16,rockwool,0.067,dense_concrete,0.2,2.24,0.0309,double_pane,180.0,1,0.5,0.54,4.33,8,800.0,none,False,168313.0,SOURCED,2.3195,0.4311,59884187.6,51679.8,0.6842
SIM_001284,Kargil,2676.0,34.5539,76.1349,7.5,5.8,2.4,43.5,104.4,206.2,mud_brick,0.4,straw_bale,0.084,concrete,0.18,eps,0.07,dense_concrete,0.23,3.88,0.0608,double_pane,180.0,1,0.5,0.89,1.95,5,500.0,none,False,273345.0,SOURCED,1.3319,0.7508,78105855.0,73045.7,0.967
SIM_001285,Leh,3500.0,34.1526,77.5771,4.3,4.1,2.6,17.63,45.84,187.3,rammed_earth,0.4,eps,0.083,cgi_sheet,0.002,eps,0.085,stone_floor,0.23,0.68,0.0156,single_pane,180.0,1,0.5,0.83,1.88,3,300.0,flued_stove,False,109214.0,SOURCED,1.0929,0.915,39926147.1,65764.1,0.8706
SIM_001286,Dras,3280.0,34.4293,75.7533,7.9,5.4,2.9,42.66,123.71,165.7,mud_brick,0.46,eps,0.045,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.11,8.13,0.1054,double_pane,180.0,0,0.0,0.28,0.83,14,1400.0,none,False,260216.0,SOURCED,1.5507,0.6449,58717945.7,67647.9,0.8956
SIM_001287,Siachen,5400.0,35.4212,77.1095,4.9,5.7,2.7,27.93,75.41,282.3,stone_masonry,0.38,eps,0.059,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.2,4.01,0.0701,triple_pane,180.0,0,0.0,0.24,1.59,10,1000.0,electric,False,229101.0,SOURCED,1.2371,0.8083,53912648.9,51194.2,0.6777
SIM_001288,Daulat Beg Oldie,5065.0,35.4057,77.9297,9.7,3.3,2.9,32.01,92.83,200.5,pu_sandwich_panel,0.07,none,0.0,cgi_sheet,0.002,eps,0.1,dense_concrete,0.14,9.95,0.132,single_pane,180.0,1,0.5,0.68,3.42,8,800.0,none,False,176605.0,SOURCED,1.2581,0.7948,10981650.3,53552.3,0.709
SIM_001289,Galwan,4300.0,34.75,78.25,5.0,5.2,2.8,26.0,72.8,178.8,rammed_earth,0.4,none,0.0,concrete,0.18,rockwool,0.108,stone_floor,0.16,1.05,0.0184,triple_pane,180.0,0,0.0,0.87,4.26,3,300.0,none,False,147504.0,SOURCED,2.0917,0.4781,60145024.7,59268.2,0.7846
SIM_001290,Hanle,4500.0,32.7784,78.9642,7.0,4.7,2.4,32.9,78.96,204.1,pu_sandwich_panel,0.14,none,0.0,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.19,6.52,0.1161,single_pane,180.0,1,0.5,0.77,3.33,7,700.0,electric,False,239170.0,SOURCED,1.1841,0.8445,14992939.4,57728.3,0.7642
SIM_001291,Nyoma,4180.0,33.1958,78.6508,6.7,3.5,3.2,23.45,75.04,190.0,dense_concrete,0.17,eps,0.118,concrete,0.2,rockwool,0.095,stone_floor,0.11,6.96,0.1066,triple_pane,180.0,1,0.5,0.71,3.96,8,800.0,electric,False,260434.0,SOURCED,1.2094,0.8269,39462352.7,60207.9,0.7971
SIM_001292,Chushul,4350.0,33.5936,78.6543,9.9,3.1,2.8,30.69,85.93,180.4,dense_concrete,0.24,straw_bale,0.138,cgi_sheet,0.002,rockwool,0.036,stone_floor,0.15,1.7,0.0234,single_pane,180.0,0,0.0,0.48,2.95,12,1200.0,unflued_combustion,True,218055.0,SOURCED,1.443,0.693,51314045.4,58880.1,0.7795
SIM_001293,Rezang La,5000.0,33.425,78.8472,5.9,3.4,2.7,20.06,54.16,104.4,rammed_earth,0.32,straw_bale,0.053,cgi_sheet,0.002,none,0.0,stone_floor,0.24,3.45,0.0687,single_pane,180.0,1,0.5,0.88,1.73,5,500.0,unflued_combustion,True,93310.0,SOURCED,2.5657,0.3898,37850060.9,54019.9,0.7151
SIM_001294,Pangong,4250.0,33.7595,78.6674,8.4,5.2,2.4,43.68,104.83,159.2,mud_brick,0.28,straw_bale,0.068,pu_sandwich_panel,0.12,none,0.0,dense_concrete,0.21,8.23,0.1261,triple_pane,180.0,1,0.5,0.4,4.34,12,1200.0,unflued_combustion,True,296775.0,SOURCED,1.3333,0.75,46139403.7,59658.3,0.7898
SIM_001295,Depsang,5330.0,35.3167,78.0167,8.8,3.4,2.8,29.92,83.78,150.3,stone_masonry,0.43,none,0.0,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.21,7.19,0.1052,single_pane,180.0,0,0.0,0.8,1.42,6,600.0,none,False,232672.0,SOURCED,2.4966,0.4005,67635379.1,51679.8,0.6842
SIM_001296,Kargil,2676.0,34.5539,76.1349,4.0,5.8,3.0,23.2,69.6,188.7,pu_sandwich_panel,0.09,none,0.0,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.12,3.77,0.0641,triple_pane,180.0,1,0.5,0.23,2.37,7,700.0,unflued_combustion,True,172080.0,SOURCED,1.1436,0.8744,6865120.1,73045.7,0.967
SIM_001297,Leh,3500.0,34.1526,77.5771,8.9,5.1,2.5,45.39,113.47,147.6,dense_concrete,0.13,none,0.0,concrete,0.16,none,0.0,stone_floor,0.13,7.82,0.1117,double_pane,180.0,0,0.0,0.49,3.58,2,200.0,unflued_combustion,True,202450.0,SOURCED,4.0005,0.25,47933614.9,65764.1,0.8706
SIM_001298,Dras,3280.0,34.4293,75.7533,8.3,3.2,2.9,26.56,77.02,150.2,mud_brick,0.41,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.22,4.56,0.0684,single_pane,180.0,1,0.5,0.29,2.95,8,800.0,electric,False,156538.0,SOURCED,2.8332,0.353,51821756.0,67647.9,0.8956
SIM_001299,Siachen,5400.0,35.4212,77.1095,7.5,3.2,3.2,24.0,76.8,348.3,pu_sandwich_panel,0.08,none,0.0,concrete,0.13,none,0.0,dense_concrete,0.19,5.82,0.085,single_pane,180.0,1,0.5,0.45,0.38,2,200.0,electric,False,165601.0,SOURCED,1.8106,0.5523,17997027.0,51194.2,0.6777
SIM_001300,Daulat Beg Oldie,5065.0,35.4057,77.9297,4.3,4.9,2.5,21.07,52.67,159.2,stone_masonry,0.43,none,0.0,cgi_sheet,0.002,none,0.0,stone_floor,0.2,0.4,0.0087,single_pane,180.0,1,0.5,0.88,1.53,4,400.0,unflued_combustion,True,130230.0,SOURCED,3.7136,0.2693,48679781.0,53552.3,0.709
SIM_001301,Galwan,4300.0,34.75,78.25,5.8,5.9,3.1,34.22,106.08,176.8,pu_sandwich_panel,0.05,none,0.0,concrete,0.13,none,0.0,stone_floor,0.2,4.05,0.0558,single_pane,180.0,1,0.5,0.44,1.66,11,1100.0,flued_stove,False,154087.0,SOURCED,2.1508,0.4649,25050702.5,59268.2,0.7846
SIM_001302,Hanle,4500.0,32.7784,78.9642,6.9,5.8,2.4,40.02,96.05,172.0,dense_concrete,0.22,eps,0.106,pu_sandwich_panel,0.07,none,0.0,stone_floor,0.22,7.21,0.1183,single_pane,180.0,0,0.0,0.73,4.19,4,400.0,flued_stove,False,263732.0,SOURCED,1.5207,0.6576,46336911.3,57728.3,0.7642
SIM_001303,Nyoma,4180.0,33.1958,78.6508,7.7,5.0,2.7,38.5,103.95,277.5,stone_masonry,0.39,straw_bale,0.118,concrete,0.13,none,0.0,stone_floor,0.1,1.54,0.0225,double_pane,180.0,0,0.0,0.28,3.01,12,1200.0,unflued_combustion,True,208755.0,SOURCED,2.5408,0.3936,74051871.2,60207.9,0.7971
SIM_001304,Chushul,4350.0,33.5936,78.6543,9.8,5.9,3.0,57.82,173.46,150.8,rammed_earth,0.3,rockwool,0.06,cgi_sheet,0.002,rockwool,0.116,stone_floor,0.12,2.9,0.0308,double_pane,180.0,1,0.5,0.66,2.13,11,1100.0,unflued_combustion,True,234111.0,SOURCED,1.5184,0.6586,65106245.7,58880.1,0.7795
SIM_001305,Rezang La,5000.0,33.425,78.8472,8.1,4.6,2.8,37.26,104.33,185.3,dense_concrete,0.27,eps,0.118,pu_sandwich_panel,0.13,none,0.0,stone_floor,0.2,6.7,0.0942,triple_pane,180.0,0,0.0,0.9,2.46,7,700.0,unflued_combustion,True,381450.0,SOURCED,1.1867,0.8427,56452609.9,54019.9,0.7151
SIM_001306,Pangong,4250.0,33.7595,78.6674,9.4,4.1,2.6,38.54,100.2,217.8,stone_masonry,0.22,eps,0.089,concrete,0.12,eps,0.072,dense_concrete,0.14,6.99,0.0996,single_pane,180.0,0,0.0,0.66,4.15,12,1200.0,none,False,212581.0,SOURCED,1.6042,0.6234,51455374.6,59658.3,0.7898
SIM_001307,Depsang,5330.0,35.3167,78.0167,6.4,3.7,2.9,23.68,68.67,186.9,pu_sandwich_panel,0.11,none,0.0,concrete,0.13,none,0.0,stone_floor,0.19,1.32,0.0225,single_pane,180.0,0,0.0,0.73,1.56,4,400.0,flued_stove,False,160974.0,SOURCED,1.9432,0.5146,17041059.4,51679.8,0.6842
SIM_001308,Kargil,2676.0,34.5539,76.1349,6.2,6.0,2.9,37.2,107.88,169.4,dense_concrete,0.21,straw_bale,0.062,concrete,0.13,eps,0.137,dense_concrete,0.17,4.3,0.0608,triple_pane,180.0,1,0.5,0.2,0.53,9,900.0,flued_stove,False,289818.0,SOURCED,1.4397,0.6946,58867260.3,73045.7,0.967
SIM_001309,Leh,3500.0,34.1526,77.5771,7.5,3.3,2.5,24.75,61.88,159.8,dense_concrete,0.25,none,0.0,concrete,0.19,rockwool,0.138,dense_concrete,0.12,1.74,0.0322,single_pane,180.0,0,0.0,0.55,4.31,8,800.0,electric,False,203123.0,SOURCED,2.7732,0.3606,47888101.8,65764.1,0.8706
SIM_001310,Dras,3280.0,34.4293,75.7533,6.7,4.4,3.1,29.48,91.39,167.5,mud_brick,0.42,rockwool,0.142,pu_sandwich_panel,0.14,none,0.0,dense_concrete,0.16,2.25,0.0327,double_pane,180.0,1,0.5,0.27,4.27,11,1100.0,flued_stove,False,278564.0,SOURCED,1.0581,0.9451,53370420.6,67647.9,0.8956
SIM_001311,Siachen,5400.0,35.4212,77.1095,5.4,5.3,2.5,28.62,71.55,127.5,pu_sandwich_panel,0.08,none,0.0,cgi_sheet,0.002,eps,0.146,dense_concrete,0.2,0.2,0.0037,triple_pane,180.0,1,0.5,0.84,1.79,2,200.0,flued_stove,False,153040.0,SOURCED,1.1124,0.899,13813273.1,51194.2,0.6777
SIM_001312,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.9,4.7,2.7,37.13,100.25,52.9,rammed_earth,0.39,none,0.0,concrete,0.17,rockwool,0.144,stone_floor,0.16,0.13,0.0019,triple_pane,180.0,1,0.5,0.27,1.52,7,700.0,none,False,194028.0,SOURCED,2.0989,0.4764,75101858.3,53552.3,0.709
SIM_001313,Galwan,4300.0,34.75,78.25,9.3,5.1,3.1,47.43,147.03,280.1,stone_masonry,0.44,straw_bale,0.086,concrete,0.14,none,0.0,dense_concrete,0.1,3.81,0.0427,double_pane,180.0,1,0.5,0.83,0.69,2,200.0,flued_stove,False,303155.0,SOURCED,2.4788,0.4034,103567994.1,59268.2,0.7846
SIM_001314,Hanle,4500.0,32.7784,78.9642,9.4,3.6,3.1,33.84,104.9,175.2,dense_concrete,0.25,none,0.0,concrete,0.16,eps,0.147,stone_floor,0.13,4.88,0.0605,double_pane,180.0,1,0.5,0.73,3.14,12,1200.0,unflued_combustion,True,298184.0,SOURCED,2.697,0.3708,65595099.1,57728.3,0.7642
SIM_001315,Nyoma,4180.0,33.1958,78.6508,4.7,4.2,2.5,19.74,49.35,189.4,rammed_earth,0.32,eps,0.103,cgi_sheet,0.002,eps,0.144,dense_concrete,0.15,4.73,0.1063,double_pane,180.0,0,0.0,0.2,0.55,4,400.0,none,False,124025.0,SOURCED,1.2873,0.7768,30148025.3,60207.9,0.7971
SIM_001316,Chushul,4350.0,33.5936,78.6543,5.7,4.4,2.8,25.08,70.22,126.7,mud_brick,0.27,eps,0.111,pu_sandwich_panel,0.1,none,0.0,dense_concrete,0.17,0.39,0.0069,single_pane,180.0,0,0.0,0.52,3.52,2,200.0,unflued_combustion,True,165847.0,SOURCED,1.1072,0.9032,32908147.1,58880.1,0.7795
SIM_001317,Rezang La,5000.0,33.425,78.8472,5.4,3.4,2.6,18.36,47.74,170.7,rammed_earth,0.36,rockwool,0.089,concrete,0.1,rockwool,0.148,dense_concrete,0.14,5.46,0.1193,double_pane,180.0,0,0.0,0.87,4.32,4,400.0,flued_stove,False,139283.0,SOURCED,1.3043,0.7667,36537605.2,54019.9,0.7151
SIM_001318,Pangong,4250.0,33.7595,78.6674,10.0,4.3,2.8,43.0,120.4,163.5,stone_masonry,0.22,rockwool,0.123,cgi_sheet,0.002,none,0.0,dense_concrete,0.14,0.36,0.0045,triple_pane,180.0,1,0.5,0.46,4.24,1,100.0,electric,False,217606.0,SOURCED,2.697,0.3708,50016324.4,59658.3,0.7898
SIM_001319,Depsang,5330.0,35.3167,78.0167,6.6,5.0,2.7,33.0,89.1,201.5,pu_sandwich_panel,0.06,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.21,6.23,0.0995,double_pane,180.0,0,0.0,0.21,1.29,3,300.0,none,False,150128.0,SOURCED,2.6931,0.3713,16436905.4,51679.8,0.6842
SIM_001320,Kargil,2676.0,34.5539,76.1349,5.3,3.9,2.9,20.67,59.94,330.1,mud_brick,0.22,eps,0.107,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.23,1.22,0.0229,double_pane,180.0,0,0.0,0.27,0.37,1,100.0,none,False,141485.0,SOURCED,0.9988,1.0012,28429293.2,73045.7,0.967
SIM_001321,Leh,3500.0,34.1526,77.5771,4.5,3.3,2.5,14.85,37.12,197.8,mud_brick,0.28,none,0.0,pu_sandwich_panel,0.07,none,0.0,stone_floor,0.15,0.7,0.0179,triple_pane,180.0,1,0.5,0.37,1.0,5,500.0,unflued_combustion,True,74362.0,SOURCED,1.9868,0.5033,20867236.8,65764.1,0.8706
SIM_001322,Dras,3280.0,34.4293,75.7533,6.0,5.3,2.4,31.8,76.32,265.6,dense_concrete,0.28,straw_bale,0.062,concrete,0.12,rockwool,0.106,stone_floor,0.18,2.98,0.0549,triple_pane,180.0,1,0.5,0.89,0.14,5,500.0,unflued_combustion,True,252144.0,SOURCED,1.5057,0.6641,54785609.1,67647.9,0.8956
SIM_001323,Siachen,5400.0,35.4212,77.1095,5.1,3.2,2.8,16.32,45.7,171.8,dense_concrete,0.23,eps,0.044,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.14,1.27,0.0273,double_pane,180.0,0,0.0,0.52,4.43,5,500.0,flued_stove,False,152660.0,SOURCED,1.3142,0.7609,29354130.8,51194.2,0.6777
SIM_001324,Daulat Beg Oldie,5065.0,35.4057,77.9297,9.8,3.7,2.8,36.26,101.53,159.4,stone_masonry,0.36,rockwool,0.051,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.17,11.74,0.1553,triple_pane,180.0,0,0.0,0.51,4.48,9,900.0,unflued_combustion,True,318157.0,SOURCED,1.3545,0.7383,60890793.4,53552.3,0.709
SIM_001325,Galwan,4300.0,34.75,78.25,9.1,5.4,2.7,49.14,132.68,177.5,rammed_earth,0.25,straw_bale,0.139,concrete,0.17,eps,0.064,dense_concrete,0.24,10.87,0.1388,triple_pane,180.0,0,0.0,0.89,3.85,18,1800.0,flued_stove,False,320011.0,SOURCED,1.2969,0.7711,78753024.7,59268.2,0.7846
SIM_001326,Hanle,4500.0,32.7784,78.9642,7.0,4.6,3.2,32.2,103.04,183.9,rammed_earth,0.27,eps,0.083,cgi_sheet,0.002,rockwool,0.046,dense_concrete,0.2,3.73,0.0502,single_pane,180.0,1,0.5,0.67,1.15,5,500.0,flued_stove,False,169709.0,SOURCED,1.2229,0.8177,49664667.8,57728.3,0.7642
SIM_001327,Nyoma,4180.0,33.1958,78.6508,4.4,5.1,2.5,22.44,56.1,138.3,dense_concrete,0.2,straw_bale,0.034,cgi_sheet,0.002,rockwool,0.039,stone_floor,0.12,4.93,0.1038,single_pane,180.0,1,0.5,0.49,0.53,2,200.0,none,False,126313.0,SOURCED,1.9366,0.5164,25839237.2,60207.9,0.7971
SIM_001328,Chushul,4350.0,33.5936,78.6543,5.6,5.3,2.8,29.68,83.1,192.1,mud_brick,0.45,none,0.0,pu_sandwich_panel,0.06,none,0.0,dense_concrete,0.13,5.89,0.0965,single_pane,180.0,1,0.5,0.31,2.64,1,100.0,none,False,164584.0,SOURCED,1.7687,0.5654,46166127.0,58880.1,0.7795
SIM_001329,Rezang La,5000.0,33.425,78.8472,5.0,3.8,3.2,19.0,60.8,192.0,rammed_earth,0.43,none,0.0,pu_sandwich_panel,0.06,none,0.0,dense_concrete,0.23,3.55,0.063,single_pane,180.0,0,0.0,0.39,2.94,5,500.0,none,False,119143.0,SOURCED,2.0468,0.4886,51002518.1,54019.9,0.7151
SIM_001330,Pangong,4250.0,33.7595,78.6674,8.5,3.4,2.6,28.9,75.14,350.3,pu_sandwich_panel,0.13,none,0.0,pu_sandwich_panel,0.1,none,0.0,stone_floor,0.21,7.74,0.1251,triple_pane,180.0,1,0.5,0.82,3.18,8,800.0,electric,False,274863.0,SOURCED,1.068,0.9363,13512245.5,59658.3,0.7898
SIM_001331,Depsang,5330.0,35.3167,78.0167,6.4,5.9,2.9,37.76,109.5,202.4,dense_concrete,0.28,eps,0.109,pu_sandwich_panel,0.09,none,0.0,stone_floor,0.16,5.24,0.0735,single_pane,180.0,1,0.5,0.84,0.43,2,200.0,electric,False,325190.0,SOURCED,1.2876,0.7766,55924575.2,51679.8,0.6842
SIM_001332,Kargil,2676.0,34.5539,76.1349,9.9,5.7,2.8,56.43,158.0,153.6,rammed_earth,0.41,rockwool,0.054,pu_sandwich_panel,0.12,none,0.0,stone_floor,0.19,0.7,0.008,double_pane,180.0,1,0.5,0.46,1.63,5,500.0,unflued_combustion,True,312657.0,SOURCED,1.3477,0.742,87460141.6,73045.7,0.967
SIM_001333,Leh,3500.0,34.1526,77.5771,7.0,4.8,2.5,33.6,84.0,160.3,stone_masonry,0.45,eps,0.068,cgi_sheet,0.002,rockwool,0.063,stone_floor,0.14,3.76,0.0637,single_pane,180.0,0,0.0,0.43,1.91,8,800.0,unflued_combustion,True,205386.0,SOURCED,1.6271,0.6146,60651643.0,65764.1,0.8706
SIM_001334,Dras,3280.0,34.4293,75.7533,5.2,3.1,2.6,16.12,41.91,158.3,mud_brick,0.39,straw_bale,0.125,concrete,0.15,none,0.0,stone_floor,0.17,4.81,0.1114,single_pane,180.0,0,0.0,0.27,2.92,5,500.0,none,False,104266.0,SOURCED,2.2435,0.4457,34746558.8,67647.9,0.8956
SIM_001335,Siachen,5400.0,35.4212,77.1095,8.9,3.3,3.1,29.37,91.05,130.7,dense_concrete,0.17,rockwool,0.065,cgi_sheet,0.002,rockwool,0.149,dense_concrete,0.2,11.76,0.1555,triple_pane,180.0,0,0.0,0.38,2.17,6,600.0,flued_stove,False,299177.0,SOURCED,1.1851,0.8438,39113079.0,51194.2,0.6777
SIM_001336,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.7,3.2,2.9,24.64,71.46,204.0,stone_masonry,0.38,none,0.0,concrete,0.15,eps,0.139,stone_floor,0.16,3.6,0.0569,single_pane,180.0,1,0.5,0.52,1.63,1,100.0,unflued_combustion,True,197691.0,SOURCED,2.5257,0.3959,62722875.4,53552.3,0.709
SIM_001337,Galwan,4300.0,34.75,78.25,4.7,4.7,2.4,22.09,53.02,202.5,dense_concrete,0.2,rockwool,0.059,cgi_sheet,0.002,eps,0.038,stone_floor,0.12,3.86,0.0855,double_pane,180.0,0,0.0,0.74,1.02,2,200.0,flued_stove,False,136027.0,SOURCED,1.6595,0.6026,24947297.7,59268.2,0.7846
SIM_001338,Hanle,4500.0,32.7784,78.9642,6.7,5.6,2.6,37.52,97.55,197.7,stone_masonry,0.29,straw_bale,0.094,concrete,0.14,rockwool,0.122,stone_floor,0.22,1.33,0.0208,double_pane,180.0,0,0.0,0.66,3.18,2,200.0,unflued_combustion,True,233526.0,SOURCED,1.3428,0.7447,67663200.7,57728.3,0.7642
SIM_001339,Nyoma,4180.0,33.1958,78.6508,4.9,5.8,3.0,28.42,85.26,175.3,rammed_earth,0.47,none,0.0,pu_sandwich_panel,0.11,none,0.0,stone_floor,0.19,4.35,0.0678,single_pane,180.0,1,0.5,0.69,3.49,10,1000.0,none,False,174948.0,SOURCED,1.8942,0.5279,62351039.6,60207.9,0.7971
