simulation_id,heater_type,combustion_heater_present,ach,safety_threshold_ach,safety_status,safety_reason
SIM_000957,flued_stove,False,3.27,0.35,SAFE,
SIM_000958,flued_stove,False,3.45,0.35,SAFE,
SIM_000959,unflued_combustion,True,1.85,0.35,SAFE,
SIM_000960,none,False,0.84,0.35,SAFE,
SIM_000961,electric,False,3.85,0.35,SAFE,
SIM_000962,none,False,4.01,0.35,SAFE,
SIM_000963,none,False,4.01,0.35,SAFE,
SIM_000964,none,False,2.85,0.35,SAFE,
SIM_000965,none,False,0.74,0.35,SAFE,
SIM_000966,unflued_combustion,True,1.63,0.35,SAFE,
SIM_000967,flued_stove,False,1.25,0.35,SAFE,
SIM_000968,flued_stove,False,2.38,0.35,SAFE,
SIM_000969,flued_stove,False,3.19,0.35,SAFE,
SIM_000970,flued_stove,False,3.52,0.35,SAFE,
SIM_000971,electric,False,1.51,0.35,SAFE,
SIM_000972,electric,False,0.12,0.35,SAFE,
SIM_000973,flued_stove,False,0.95,0.35,SAFE,
SIM_000974,unflued_combustion,True,1.14,0.35,SAFE,
SIM_000975,flued_stove,False,1.93,0.35,SAFE,
SIM_000976,flued_stove,False,2.52,0.35,SAFE,
SIM_000977,none,False,0.25,0.35,SAFE,
SIM_000978,unflued_combustion,True,1.75,0.35,SAFE,
SIM_000979,flued_stove,False,3.28,0.35,SAFE,
SIM_000980,flued_stove,False,1.86,0.35,SAFE,
SIM_000981,unflued_combustion,True,1.46,0.35,SAFE,
SIM_000982,electric,False,2.98,0.35,SAFE,
SIM_000983,electric,False,0.72,0.35,SAFE,
SIM_000984,none,False,0.43,0.35,SAFE,
SIM_000985,electric,False,2.87,0.35,SAFE,
SIM_000986,electric,False,3.35,0.35,SAFE,
SIM_000987,electric,False,1.32,0.35,SAFE,
SIM_000988,flued_stove,False,1.6,0.35,SAFE,
SIM_000989,flued_stove,False,1.66,0.35,SAFE,
SIM_000990,none,False,0.5,0.35,SAFE,
SIM_000991,flued_stove,False,1.63,0.35,SAFE,
SIM_000992,electric,False,4.45,0.35,SAFE,
SIM_000993,electric,False,3.49,0.35,SAFE,
SIM_000994,unflued_combustion,True,4.4,0.35,SAFE,
SIM_000995,electric,False,2.0,0.35,SAFE,
SIM_000996,flued_stove,False,0.44,0.35,SAFE,
SIM_000997,none,False,1.09,0.35,SAFE,
SIM_000998,electric,False,3.29,0.35,SAFE,
SIM_000999,electric,False,0.46,0.35,SAFE,
SIM_001000,none,False,1.69,0.35,SAFE,
SIM_001001,electric,False,1.59,0.35,SAFE,
SIM_001002,unflued_combustion,True,1.72,0.35,SAFE,
SIM_001003,flued_stove,False,1.53,0.35,SAFE,
SIM_001004,unflued_combustion,True,0.14,0.35,REFUSED,Ventilation 0.14 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001005,none,False,1.7,0.35,SAFE,
SIM_001006,electric,False,0.45,0.35,SAFE,
SIM_001007,unflued_combustion,True,2.29,0.35,SAFE,
SIM_001008,none,False,1.01,0.35,SAFE,
SIM_001009,flued_stove,False,1.64,0.35,SAFE,
SIM_001010,unflued_combustion,True,1.05,0.35,SAFE,
SIM_001011,flued_stove,False,2.49,0.35,SAFE,
SIM_001012,flued_stove,False,4.26,0.35,SAFE,
SIM_001013,electric,False,4.16,0.35,SAFE,
SIM_001014,none,False,2.83,0.35,SAFE,
SIM_001015,none,False,3.55,0.35,SAFE,
SIM_001016,electric,False,1.73,0.35,SAFE,
SIM_001017,none,False,4.12,0.35,SAFE,
SIM_001018,flued_stove,False,4.45,0.35,SAFE,
SIM_001019,electric,False,1.85,0.35,SAFE,
SIM_001020,flued_stove,False,3.43,0.35,SAFE,
SIM_001021,electric,False,3.97,0.35,SAFE,
SIM_001022,electric,False,1.99,0.35,SAFE,
SIM_001023,unflued_combustion,True,4.21,0.35,SAFE,
SIM_001024,none,False,3.16,0.35,SAFE,
SIM_001025,electric,False,1.26,0.35,SAFE,
SIM_001026,none,False,0.82,0.35,SAFE,
SIM_001027,electric,False,2.14,0.35,SAFE,
SIM_001028,flued_stove,False,3.29,0.35,SAFE,
SIM_001029,flued_stove,False,0.78,0.35,SAFE,
SIM_001030,none,False,0.91,0.35,SAFE,
SIM_001031,unflued_combustion,True,3.04,0.35,SAFE,
SIM_001032,flued_stove,False,1.94,0.35,SAFE,
SIM_001033,electric,False,3.8,0.35,SAFE,
SIM_001034,none,False,1.66,0.35,SAFE,
SIM_001035,none,False,4.14,0.35,SAFE,
SIM_001036,electric,False,1.13,0.35,SAFE,
SIM_001037,unflued_combustion,True,3.97,0.35,SAFE,
SIM_001038,unflued_combustion,True,0.2,0.35,REFUSED,Ventilation 0.20 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001039,none,False,0.64,0.35,SAFE,
SIM_001040,electric,False,3.14,0.35,SAFE,
SIM_001041,flued_stove,False,3.65,0.35,SAFE,
SIM_001042,flued_stove,False,0.47,0.35,SAFE,
SIM_001043,none,False,0.36,0.35,SAFE,
SIM_001044,unflued_combustion,True,1.42,0.35,SAFE,
SIM_001045,flued_stove,False,1.03,0.35,SAFE,
SIM_001046,electric,False,2.29,0.35,SAFE,
SIM_001047,flued_stove,False,3.65,0.35,SAFE,
SIM_001048,flued_stove,False,0.4,0.35,SAFE,
SIM_001049,electric,False,3.53,0.35,SAFE,
SIM_001050,unflued_combustion,True,4.22,0.35,SAFE,
SIM_001051,flued_stove,False,4.27,0.35,SAFE,
SIM_001052,none,False,3.73,0.35,SAFE,
SIM_001053,unflued_combustion,True,1.82,0.35,SAFE,
SIM_001054,flued_stove,False,4.38,0.35,SAFE,
SIM_001055,electric,False,4.13,0.35,SAFE,
SIM_001056,electric,False,3.83,0.35,SAFE,
SIM_001057,unflued_combustion,True,1.01,0.35,SAFE,
SIM_001058,flued_stove,False,1.52,0.35,SAFE,
SIM_001059,flued_stove,False,3.44,0.35,SAFE,
SIM_001060,electric,False,3.04,0.35,SAFE,
SIM_001061,unflued_combustion,True,0.58,0.35,SAFE,
SIM_001062,electric,False,2.48,0.35,SAFE,
SIM_001063,flued_stove,False,3.17,0.35,SAFE,
SIM_001064,flued_stove,False,2.36,0.35,SAFE,
SIM_001065,flued_stove,False,2.59,0.35,SAFE,
SIM_001066,electric,False,4.01,0.35,SAFE,
SIM_001067,electric,False,2.6,0.35,SAFE,
SIM_001068,unflued_combustion,True,2.25,0.35,SAFE,
SIM_001069,unflued_combustion,True,4.37,0.35,SAFE,
SIM_001070,none,False,2.87,0.35,SAFE,
SIM_001071,flued_stove,False,0.78,0.35,SAFE,
SIM_001072,electric,False,3.31,0.35,SAFE,
SIM_001073,unflued_combustion,True,1.33,0.35,SAFE,
SIM_001074,flued_stove,False,1.71,0.35,SAFE,
SIM_001075,none,False,3.31,0.35,SAFE,
SIM_001076,electric,False,4.0,0.35,SAFE,
SIM_001077,none,False,3.74,0.35,SAFE,
SIM_001078,unflued_combustion,True,3.05,0.35,SAFE,
SIM_001079,flued_stove,False,3.09,0.35,SAFE,
SIM_001080,none,False,0.55,0.35,SAFE,
SIM_001081,unflued_combustion,True,2.13,0.35,SAFE,
SIM_001082,unflued_combustion,True,2.91,0.35,SAFE,
SIM_001083,flued_stove,False,3.11,0.35,SAFE,
SIM_001084,unflued_combustion,True,1.08,0.35,SAFE,
SIM_001085,electric,False,1.58,0.35,SAFE,
SIM_001086,flued_stove,False,0.56,0.35,SAFE,
SIM_001087,unflued_combustion,True,2.5,0.35,SAFE,
SIM_001088,electric,False,2.45,0.35,SAFE,
SIM_001089,unflued_combustion,True,3.14,0.35,SAFE,
SIM_001090,none,False,0.61,0.35,SAFE,
SIM_001091,none,False,4.29,0.35,SAFE,
SIM_001092,unflued_combustion,True,0.61,0.35,SAFE,
SIM_001093,unflued_combustion,True,0.99,0.35,SAFE,
SIM_001094,none,False,0.18,0.35,SAFE,
SIM_001095,unflued_combustion,True,0.95,0.35,SAFE,
SIM_001096,electric,False,3.15,0.35,SAFE,
SIM_001097,flued_stove,False,0.65,0.35,SAFE,
SIM_001098,unflued_combustion,True,4.1,0.35,SAFE,
SIM_001099,unflued_combustion,True,3.44,0.35,SAFE,
SIM_001100,none,False,1.23,0.35,SAFE,
SIM_001101,unflued_combustion,True,1.48,0.35,SAFE,
SIM_001102,flued_stove,False,2.99,0.35,SAFE,
SIM_001103,flued_stove,False,1.81,0.35,SAFE,
SIM_001104,flued_stove,False,2.02,0.35,SAFE,
SIM_001105,none,False,0.18,0.35,SAFE,
SIM_001106,flued_stove,False,4.0,0.35,SAFE,
SIM_001107,unflued_combustion,True,4.36,0.35,SAFE,
SIM_001108,none,False,2.23,0.35,SAFE,
SIM_001109,electric,False,0.39,0.35,SAFE,
SIM_001110,flued_stove,False,3.47,0.35,SAFE,
SIM_001111,none,False,1.95,0.35,SAFE,
SIM_001112,electric,False,2.8,0.35,SAFE,
SIM_001113,electric,False,3.02,0.35,SAFE,
SIM_001114,flued_stove,False,4.23,0.35,SAFE,
SIM_001115,none,False,3.58,0.35,SAFE,
SIM_001116,unflued_combustion,True,0.82,0.35,SAFE,
SIM_001117,flued_stove,False,2.36,0.35,SAFE,
SIM_001118,flued_stove,False,3.25,0.35,SAFE,
SIM_001119,flued_stove,False,4.48,0.35,SAFE,
SIM_001120,none,False,3.0,0.35,SAFE,
SIM_001121,none,False,3.56,0.35,SAFE,
SIM_001122,flued_stove,False,4.37,0.35,SAFE,
SIM_001123,unflued_combustion,True,0.32,0.35,REFUSED,Ventilation 0.32 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001124,flued_stove,False,0.88,0.35,SAFE,
SIM_001125,flued_stove,False,1.45,0.35,SAFE,
SIM_001126,none,False,0.7,0.35,SAFE,
SIM_001127,none,False,3.88,0.35,SAFE,
SIM_001128,flued_stove,False,1.27,0.35,SAFE,
SIM_001129,electric,False,0.96,0.35,SAFE,
SIM_001130,flued_stove,False,0.15,0.35,SAFE,
SIM_001131,unflued_combustion,True,0.38,0.35,SAFE,
SIM_001132,electric,False,2.8,0.35,SAFE,
SIM_001133,flued_stove,False,0.54,0.35,SAFE,
SIM_001134,unflued_combustion,True,2.97,0.35,SAFE,
SIM_001135,electric,False,0.95,0.35,SAFE,
SIM_001136,unflued_combustion,True,3.52,0.35,SAFE,
SIM_001137,unflued_combustion,True,4.09,0.35,SAFE,
SIM_001138,electric,False,1.04,0.35,SAFE,
SIM_001139,unflued_combustion,True,3.22,0.35,SAFE,
SIM_001140,none,False,3.19,0.35,SAFE,
SIM_001141,flued_stove,False,3.83,0.35,SAFE,
SIM_001142,none,False,1.52,0.35,SAFE,
SIM_001143,flued_stove,False,2.05,0.35,SAFE,
SIM_001144,unflued_combustion,True,2.23,0.35,SAFE,
SIM_001145,flued_stove,False,2.28,0.35,SAFE,
SIM_001146,unflued_combustion,True,2.11,0.35,SAFE,
SIM_001147,none,False,1.0,0.35,SAFE,
SIM_001148,unflued_combustion,True,1.03,0.35,SAFE,
SIM_001149,electric,False,2.27,0.35,SAFE,
SIM_001150,none,False,0.44,0.35,SAFE,
SIM_001151,flued_stove,False,2.84,0.35,SAFE,
SIM_001152,unflued_combustion,True,0.16,0.35,REFUSED,Ventilation 0.16 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001153,none,False,3.97,0.35,SAFE,
SIM_001154,electric,False,0.47,0.35,SAFE,
SIM_001155,flued_stove,False,2.11,0.35,SAFE,
SIM_001156,flued_stove,False,2.38,0.35,SAFE,
SIM_001157,flued_stove,False,0.33,0.35,SAFE,
SIM_001158,unflued_combustion,True,3.52,0.35,SAFE,
SIM_001159,unflued_combustion,True,0.43,0.35,SAFE,
SIM_001160,unflued_combustion,True,0.86,0.35,SAFE,
SIM_001161,flued_stove,False,3.15,0.35,SAFE,
SIM_001162,unflued_combustion,True,0.63,0.35,SAFE,
SIM_001163,electric,False,4.01,0.35,SAFE,
SIM_001164,none,False,1.26,0.35,SAFE,
SIM_001165,none,False,3.38,0.35,SAFE,
SIM_001166,unflued_combustion,True,1.89,0.35,SAFE,
SIM_001167,none,False,3.49,0.35,SAFE,
SIM_001168,unflued_combustion,True,4.49,0.35,SAFE,
SIM_001169,unflued_combustion,True,1.77,0.35,SAFE,
SIM_001170,none,False,4.49,0.35,SAFE,
SIM_001171,electric,False,1.43,0.35,SAFE,
SIM_001172,flued_stove,False,0.11,0.35,SAFE,
SIM_001173,electric,False,0.31,0.35,SAFE,
SIM_001174,unflued_combustion,True,0.96,0.35,SAFE,
SIM_001175,flued_stove,False,0.17,0.35,SAFE,
SIM_001176,flued_stove,False,1.8,0.35,SAFE,
SIM_001177,flued_stove,False,2.58,0.35,SAFE,
SIM_001178,electric,False,3.93,0.35,SAFE,
SIM_001179,flued_stove,False,4.47,0.35,SAFE,
SIM_001180,flued_stove,False,3.58,0.35,SAFE,
SIM_001181,none,False,4.42,0.35,SAFE,
SIM_001182,flued_stove,False,3.42,0.35,SAFE,
SIM_001183,electric,False,2.88,0.35,SAFE,
SIM_001184,electric,False,3.73,0.35,SAFE,
SIM_001185,electric,False,3.64,0.35,SAFE,
SIM_001186,none,False,1.76,0.35,SAFE,
SIM_001187,none,False,2.64,0.35,SAFE,
SIM_001188,electric,False,0.38,0.35,SAFE,
SIM_001189,unflued_combustion,True,3.1,0.35,SAFE,
SIM_001190,flued_stove,False,2.82,0.35,SAFE,
SIM_001191,unflued_combustion,True,0.25,0.35,REFUSED,Ventilation 0.25 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001192,electric,False,0.29,0.35,SAFE,
SIM_001193,electric,False,1.59,0.35,SAFE,
SIM_001194,flued_stove,False,2.27,0.35,SAFE,
SIM_001195,electric,False,1.77,0.35,SAFE,
SIM_001196,electric,False,2.98,0.35,SAFE,
SIM_001197,flued_stove,False,3.11,0.35,SAFE,
SIM_001198,flued_stove,False,4.36,0.35,SAFE,
SIM_001199,electric,False,1.72,0.35,SAFE,
SIM_001200,none,False,2.66,0.35,SAFE,
SIM_001201,flued_stove,False,2.38,0.35,SAFE,
SIM_001202,electric,False,2.48,0.35,SAFE,
SIM_001203,electric,False,1.47,0.35,SAFE,
SIM_001204,flued_stove,False,1.86,0.35,SAFE,
SIM_001205,electric,False,4.08,0.35,SAFE,
SIM_001206,electric,False,1.04,0.35,SAFE,
SIM_001207,electric,False,2.63,0.35,SAFE,
SIM_001208,unflued_combustion,True,2.54,0.35,SAFE,
SIM_001209,electric,False,2.6,0.35,SAFE,
SIM_001210,none,False,0.2,0.35,SAFE,
SIM_001211,flued_stove,False,1.62,0.35,SAFE,
SIM_001212,none,False,3.38,0.35,SAFE,
SIM_001213,electric,False,1.24,0.35,SAFE,
SIM_001214,electric,False,1.63,0.35,SAFE,
SIM_001215,flued_stove,False,0.52,0.35,SAFE,
SIM_001216,electric,False,1.68,0.35,SAFE,
SIM_001217,electric,False,1.92,0.35,SAFE,
SIM_001218,electric,False,1.51,0.35,SAFE,
SIM_001219,electric,False,4.23,0.35,SAFE,
SIM_001220,none,False,2.09,0.35,SAFE,
SIM_001221,none,False,3.09,0.35,SAFE,
SIM_001222,unflued_combustion,True,2.54,0.35,SAFE,
SIM_001223,flued_stove,False,0.97,0.35,SAFE,
SIM_001224,electric,False,0.31,0.35,SAFE,
SIM_001225,flued_stove,False,2.95,0.35,SAFE,
SIM_001226,electric,False,1.11,0.35,SAFE,
SIM_001227,unflued_combustion,True,1.67,0.35,SAFE,
SIM_001228,flued_stove,False,1.29,0.35,SAFE,
SIM_001229,electric,False,1.78,0.35,SAFE,
SIM_001230,unflued_combustion,True,2.09,0.35,SAFE,
SIM_001231,flued_stove,False,3.88,0.35,SAFE,
SIM_001232,flued_stove,False,2.41,0.35,SAFE,
SIM_001233,none,False,4.19,0.35,SAFE,
SIM_001234,electric,False,3.4,0.35,SAFE,
SIM_001235,electric,False,1.6,0.35,SAFE,
SIM_001236,flued_stove,False,0.41,0.35,SAFE,
SIM_001237,none,False,2.74,0.35,SAFE,
SIM_001238,flued_stove,False,0.29,0.35,SAFE,
SIM_001239,flued_stove,False,2.04,0.35,SAFE,
SIM_001240,none,False,0.64,0.35,SAFE,
SIM_001241,electric,False,2.41,0.35,SAFE,
SIM_001242,flued_stove,False,3.06,0.35,SAFE,
SIM_001243,electric,False,3.74,0.35,SAFE,
SIM_001244,flued_stove,False,3.92,0.35,SAFE,
SIM_001245,none,False,0.83,0.35,SAFE,
SIM_001246,none,False,4.29,0.35,SAFE,
SIM_001247,none,False,0.76,0.35,SAFE,
SIM_001248,unflued_combustion,True,1.22,0.35,SAFE,
SIM_001249,flued_stove,False,0.34,0.35,SAFE,
SIM_001250,none,False,0.85,0.35,SAFE,
SIM_001251,electric,False,3.26,0.35,SAFE,
SIM_001252,unflued_combustion,True,1.34,0.35,SAFE,
SIM_001253,unflued_combustion,True,0.91,0.35,SAFE,
SIM_001254,flued_stove,False,3.14,0.35,SAFE,
SIM_001255,unflued_combustion,True,1.38,0.35,SAFE,
SIM_001256,unflued_combustion,True,1.82,0.35,SAFE,
SIM_001257,flued_stove,False,3.3,0.35,SAFE,
SIM_001258,electric,False,1.75,0.35,SAFE,
SIM_001259,unflued_combustion,True,2.52,0.35,SAFE,
SIM_001260,electric,False,3.18,0.35,SAFE,
SIM_001261,electric,False,2.15,0.35,SAFE,
SIM_001262,unflued_combustion,True,3.02,0.35,SAFE,
SIM_001263,unflued_combustion,True,0.28,0.35,REFUSED,Ventilation 0.28 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001264,electric,False,3.07,0.35,SAFE,
SIM_001265,electric,False,2.23,0.35,SAFE,
SIM_001266,unflued_combustion,True,2.08,0.35,SAFE,
SIM_001267,electric,False,2.37,0.35,SAFE,
SIM_001268,electric,False,1.7,0.35,SAFE,
SIM_001269,unflued_combustion,True,3.44,0.35,SAFE,
SIM_001270,electric,False,0.48,0.35,SAFE,
SIM_001271,unflued_combustion,True,3.68,0.35,SAFE,
SIM_001272,none,False,1.58,0.35,SAFE,
SIM_001273,none,False,0.73,0.35,SAFE,
SIM_001274,flued_stove,False,1.63,0.35,SAFE,
SIM_001275,none,False,2.35,0.35,SAFE,
SIM_001276,none,False,1.57,0.35,SAFE,
SIM_001277,none,False,3.31,0.35,SAFE,
SIM_001278,none,False,2.58,0.35,SAFE,
SIM_001279,flued_stove,False,0.69,0.35,SAFE,
SIM_001280,electric,False,1.06,0.35,SAFE,
SIM_001281,flued_stove,False,1.31,0.35,SAFE,
SIM_001282,none,False,2.48,0.35,SAFE,
SIM_001283,none,False,4.33,0.35,SAFE,
SIM_001284,none,False,1.95,0.35,SAFE,
SIM_001285,flued_stove,False,1.88,0.35,SAFE,
SIM_001286,none,False,0.83,0.35,SAFE,
SIM_001287,electric,False,1.59,0.35,SAFE,
SIM_001288,none,False,3.42,0.35,SAFE,
SIM_001289,none,False,4.26,0.35,SAFE,
SIM_001290,electric,False,3.33,0.35,SAFE,
SIM_001291,electric,False,3.96,0.35,SAFE,
SIM_001292,unflued_combustion,True,2.95,0.35,SAFE,
SIM_001293,unflued_combustion,True,1.73,0.35,SAFE,
SIM_001294,unflued_combustion,True,4.34,0.35,SAFE,
SIM_001295,none,False,1.42,0.35,SAFE,
SIM_001296,unflued_combustion,True,2.37,0.35,SAFE,
SIM_001297,unflued_combustion,True,3.58,0.35,SAFE,
SIM_001298,electric,False,2.95,0.35,SAFE,
SIM_001299,electric,False,0.38,0.35,SAFE,
SIM_001300,unflued_combustion,True,1.53,0.35,SAFE,
SIM_001301,flued_stove,False,1.66,0.35,SAFE,
SIM_001302,flued_stove,False,4.19,0.35,SAFE,
SIM_001303,unflued_combustion,True,3.01,0.35,SAFE,
SIM_001304,unflued_combustion,True,2.13,0.35,SAFE,
SIM_001305,unflued_combustion,True,2.46,0.35,SAFE,
SIM_001306,none,False,4.15,0.35,SAFE,
SIM_001307,flued_stove,False,1.56,0.35,SAFE,
SIM_001308,flued_stove,False,0.53,0.35,SAFE,
SIM_001309,electric,False,4.31,0.35,SAFE,
SIM_001310,flued_stove,False,4.27,0.35,SAFE,
SIM_001311,flued_stove,False,1.79,0.35,SAFE,
SIM_001312,none,False,1.52,0.35,SAFE,
SIM_001313,flued_stove,False,0.69,0.35,SAFE,
SIM_001314,unflued_combustion,True,3.14,0.35,SAFE,
SIM_001315,none,False,0.55,0.35,SAFE,
SIM_001316,unflued_combustion,True,3.52,0.35,SAFE,
SIM_001317,flued_stove,False,4.32,0.35,SAFE,
SIM_001318,electric,False,4.24,0.35,SAFE,
SIM_001319,none,False,1.29,0.35,SAFE,
SIM_001320,none,False,0.37,0.35,SAFE,
SIM_001321,unflued_combustion,True,1.0,0.35,SAFE,
SIM_001322,unflued_combustion,True,0.14,0.35,REFUSED,Ventilation 0.14 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001323,flued_stove,False,4.43,0.35,SAFE,
SIM_001324,unflued_combustion,True,4.48,0.35,SAFE,
SIM_001325,flued_stove,False,3.85,0.35,SAFE,
SIM_001326,flued_stove,False,1.15,0.35,SAFE,
SIM_001327,none,False,0.53,0.35,SAFE,
SIM_001328,none,False,2.64,0.35,SAFE,
SIM_001329,none,False,2.94,0.35,SAFE,
SIM_001330,electric,False,3.18,0.35,SAFE,
SIM_001331,electric,False,0.43,0.35,SAFE,
SIM_001332,unflued_combustion,True,1.63,0.35,SAFE,
SIM_001333,unflued_combustion,True,1.91,0.35,SAFE,
SIM_001334,none,False,2.92,0.35,SAFE,
SIM_001335,flued_stove,False,2.17,0.35,SAFE,
SIM_001336,unflued_combustion,True,1.63,0.35,SAFE,
SIM_001337,flued_stove,False,1.02,0.35,SAFE,
SIM_001338,unflued_combustion,True,3.18,0.35,SAFE,
SIM_001339,none,False,3.49,0.35,SAFE,
SIM_001340,flued_stove,False,3.81,0.35,SAFE,
SIM_001341,unflued_combustion,True,4.14,0.35,SAFE,
SIM_001342,flued_stove,False,2.11,0.35,SAFE,
SIM_001343,none,False,2.92,0.35,SAFE,
SIM_001344,none,False,3.37,0.35,SAFE,
SIM_001345,flued_stove,False,1.95,0.35,SAFE,
SIM_001346,unflued_combustion,True,2.6,0.35,SAFE,
SIM_001347,unflued_combustion,True,1.3,0.35,SAFE,
SIM_001348,flued_stove,False,2.23,0.35,SAFE,
SIM_001349,flued_stove,False,3.15,0.35,SAFE,
SIM_001350,electric,False,2.66,0.35,SAFE,
SIM_001351,electric,False,1.83,0.35,SAFE,
SIM_001352,none,False,1.8,0.35,SAFE,
SIM_001353,none,False,4.38,0.35,SAFE,
SIM_001354,unflued_combustion,True,1.58,0.35,SAFE,
SIM_001355,electric,False,3.84,0.35,SAFE,
SIM_001356,unflued_combustion,True,0.6,0.35,SAFE,
SIM_001357,none,False,3.17,0.35,SAFE,
SIM_001358,electric,False,2.26,0.35,SAFE,
SIM_001359,electric,False,2.52,0.35,SAFE,
SIM_001360,flued_stove,False,1.46,0.35,SAFE,
SIM_001361,flued_stove,False,3.45,0.35,SAFE,
SIM_001362,flued_stove,False,0.8,0.35,SAFE,
SIM_001363,none,False,4.5,0.35,SAFE,
SIM_001364,flued_stove,False,3.29,0.35,SAFE,
SIM_001365,none,False,4.49,0.35,SAFE,
SIM_001366,none,False,4.24,0.35,SAFE,
SIM_001367,electric,False,1.09,0.35,SAFE,
SIM_001368,none,False,0.74,0.35,SAFE,
SIM_001369,none,False,1.03,0.35,SAFE,
SIM_001370,none,False,0.91,0.35,SAFE,
SIM_001371,none,False,0.96,0.35,SAFE,
SIM_001372,none,False,3.38,0.35,SAFE,
SIM_001373,unflued_combustion,True,0.9,0.35,SAFE,
SIM_001374,none,False,3.24,0.35,SAFE,
SIM_001375,unflued_combustion,True,2.6,0.35,SAFE,
SIM_001376,electric,False,0.79,0.35,SAFE,
SIM_001377,none,False,1.68,0.35,SAFE,
SIM_001378,flued_stove,False,3.2,0.35,SAFE,
SIM_001379,unflued_combustion,True,1.49,0.35,SAFE,
SIM_001380,unflued_combustion,True,3.95,0.35,SAFE,
SIM_001381,none,False,3.13,0.35,SAFE,
SIM_001382,unflued_combustion,True,0.63,0.35,SAFE,
SIM_001383,electric,False,2.31,0.35,SAFE,
SIM_001384,none,False,0.37,0.35,SAFE,
SIM_001385,unflued_combustion,True,2.21,0.35,SAFE,
SIM_001386,none,False,0.2,0.35,SAFE,
SIM_001387,none,False,4.48,0.35,SAFE,
SIM_001388,flued_stove,False,1.93,0.35,SAFE,
SIM_001389,electric,False,4.41,0.35,SAFE,
SIM_001390,electric,False,0.75,0.35,SAFE,
SIM_001391,flued_stove,False,2.84,0.35,SAFE,
SIM_001392,electric,False,4.19,0.35,SAFE,
SIM_001393,flued_stove,False,2.51,0.35,SAFE,
SIM_001394,none,False,0.52,0.35,SAFE,
SIM_001395,flued_stove,False,3.36,0.35,SAFE,
SIM_001396,flued_stove,False,3.6,0.35,SAFE,
SIM_001397,none,False,2.69,0.35,SAFE,
SIM_001398,none,False,2.97,0.35,SAFE,
SIM_001399,none,False,1.82,0.35,SAFE,
SIM_001400,unflued_combustion,True,3.29,0.35,SAFE,
SIM_001401,unflued_combustion,True,1.44,0.35,SAFE,
SIM_001402,none,False,1.91,0.35,SAFE,
SIM_001403,flued_stove,False,2.99,0.35,SAFE,
SIM_001404,unflued_combustion,True,3.75,0.35,SAFE,
SIM_001405,unflued_combustion,True,1.63,0.35,SAFE,
SIM_001406,flued_stove,False,2.01,0.35,SAFE,
SIM_001407,electric,False,3.01,0.35,SAFE,
SIM_001408,unflued_combustion,True,3.77,0.35,SAFE,
SIM_001409,unflued_combustion,True,2.8,0.35,SAFE,
SIM_001410,none,False,3.03,0.35,SAFE,
SIM_001411,electric,False,2.73,0.35,SAFE,
SIM_001412,electric,False,1.31,0.35,SAFE,
SIM_001413,flued_stove,False,3.79,0.35,SAFE,
SIM_001414,electric,False,1.49,0.35,SAFE,
SIM_001415,none,False,1.38,0.35,SAFE,
SIM_001416,none,False,3.94,0.35,SAFE,
SIM_001417,flued_stove,False,0.63,0.35,SAFE,
SIM_001418,unflued_combustion,True,2.05,0.35,SAFE,
SIM_001419,none,False,1.76,0.35,SAFE,
SIM_001420,unflued_combustion,True,3.3,0.35,SAFE,
SIM_001421,none,False,2.64,0.35,SAFE,
SIM_001422,none,False,3.59,0.35,SAFE,
SIM_001423,unflued_combustion,True,3.25,0.35,SAFE,
SIM_001424,electric,False,1.84,0.35,SAFE,
SIM_001425,electric,False,0.47,0.35,SAFE,
SIM_001426,unflued_combustion,True,0.99,0.35,SAFE,
SIM_001427,electric,False,3.21,0.35,SAFE,
SIM_001428,flued_stove,False,4.01,0.35,SAFE,
SIM_001429,electric,False,2.76,0.35,SAFE,
SIM_001430,unflued_combustion,True,2.07,0.35,SAFE,
SIM_001431,electric,False,2.46,0.35,SAFE,
SIM_001432,flued_stove,False,1.99,0.35,SAFE,
SIM_001433,unflued_combustion,True,0.61,0.35,SAFE,
SIM_001434,flued_stove,False,3.86,0.35,SAFE,
SIM_001435,none,False,0.64,0.35,SAFE,
SIM_001436,electric,False,0.98,0.35,SAFE,
